ingredient	quantity
Farina 0	300 g
Lievito di birra secco	3 g
Acqua a temperatura ambiente	200 g
Olio extravergine d'oliva	1 cucchiaio
Zucchero	1 cucchiaino
Sale fino	5 g
Pomodori pelati	180 g
Olio extravergine d'oliva	1 cucchiaio
Origano	q.b.
Sale fino	q.b.
Scamorza (provola) (a fettine sottili)	150 g
Olive verdi denocciolate, a rondelle	80 g
