ingredient	quantity
Zucchero	200 g
Farina 00	400 g
Burro (a temperatura ambiente)	190 g
Latte intero	200 ml
Uova medie	3
Baccello di vaniglia	1
Pinoli	50 g
Lievito in polvere per dolci	16 g
Sale fino	1 pizzico
Latte	270 ml
Panna fresca liquida	70 ml
Tuorli	4
Amido di mais (maizena)	30 g
Zucchero	100 g
Baccello di vaniglia	1
Zucchero a velo	q.b.
