ingredient	quantity
Uova (medio)	1
Farina 00	100 g
Acqua	1 cucchiaino
Radicchio trevigiano	200 g
Toma piemontese	150 g
Salmone affumicato scozzese	300 g
Olio extravergine d'oliva	15 g
Aglio	1 spicchio
Sale fino	1 pizzico
Pepe nero	q.b.
Patate	300 g
Acqua	110 g
Olio extravergine d'oliva	20 g
Timo	2 rametti
Sale fino	1 pizzico
Pepe nero	q.b.
