ingredient	quantity
Mele annurche	500 g
Succo d'arancia	100 g
Uova (medie)	3
Zucchero di canna	150 g
Burro	100 g
Latte intero	100 ml
Amido di mais (maizena)	75 g
Farina di riso	75 g
Lievito in polvere per dolci	1 bustina
Baccello di vaniglia	1
Uvetta	50 g
Pinoli	50 g
Limoni scorza e succo	½
Sale fino	1 pizzico
