ingredient	quantity
Farina integrale	185 g
Latte intero	225 ml
Tonno sott'olio (sgocciolato)	100 g
Uova medie	1
Lievito istantaneo per preparazioni salate	4 g
Grana Padano DOP (da grattugiare)	45 g
Sale fino	1 pizzico
Pepe nero	1 pizzico
Carote	100 g
Porri	100 g
Erba cipollina	8 fili
Olio extravergine d'oliva	20 g
Sale fino	1 pizzico
Pepe nero	1 pizzico
Burro	q.b.
Farina	q.b.
