ingredient	quantity
Tagliatelle all'uovo	300 g
Pomodorini ciliegino multicolore	200 g
Melanzane	180 g
Basilico	q.b.
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Acqua	120 g
Basilico	50 g
Pinoli	30 g
Pecorino	15 g
Parmigiano Reggiano DOP	15 g
Olio extravergine d'oliva	150 g
Sale fino	q.b.
