ingredient	quantity
Riso Basmati	100 g
Latte di mandorle (senza zucchero)	400 g
Cannella in polvere	½ cucchiaino
Scorza d'arancia	½
Scorza di limone	½
Tuorli (circa 2)	30 g
Zucchero	100 g
Sale fino	1 pizzico
Amido di mais (maizena)	25 g
Pasta Sfoglia rotolo rettangolare	1
Latte di mandorle	q.b.
Zucchero	q.b.
