ingredient	quantity
Datteri denocciolati	250 g
Zucchero muscovado	250 g
Burro a temperatura ambiente	240 g
Farina 00	225 g
Melassa	100 g
Acqua	100 g
Uova medie	3
Lievito in polvere per dolci	4 g
Panna fresca liquida	200 g
Melassa	120 g
Burro a temperatura ambiente	50 g
Zucchero muscovado	20 g
Burro	q.b.
