ingredient	quantity
Pasta Sfoglia rettangolare	230 g
Zucchero	150 g
Farina 00	75 g
Fecola di patate	75 g
Uova	5
Baccello di vaniglia	1
Sale fino	1 pizzico
Zucchero a velo per la sfoglia	q.b.
Latte intero	250 ml
Panna fresca liquida	180 ml
Zucchero	75 g
Farina 00	25 g
Zucchero a velo	20 g
Tuorli	3
Baccello di vaniglia	½
Acqua	200 ml
Zucchero	100 g
Rum	20 ml
Zucchero a velo	q.b.
