ingredient	quantity
Farina 0	550 g
Latte intero a temperatura ambiente	250 g
Burro	80 g
Zucchero	60 g
Uova (circa 1 medio)	55 g
Lievito di birra fresco	10 g
Scorza di limone	1
Zucchero	200 g
Burro	90 g
Scorza di limone	10 g
Formaggio fresco spalmabile	200 g
Zucchero a velo	120 g
Succo di limone	50 g
Scorza di limone	10 g
Scorza di limone	q.b.
