ingredient	quantity
Uova circa	4 medie
Zucchero	115 g
Farina 00	80 g
Estratto di vaniglia 1/	2 cucchiaino
Panna fresca liquida	375 g
Yogurt greco	185 g
Zucchero a velo	70 g
Gelatina in fogli	5 g
Scorza di limone	1
Panna fresca liquida (più qualche grammo che servirà  per diluire la crema alla fine)	20 g
Cocco rapè	40 g
Ribes qualche	rametto
Rosmarino qualche	rametto
