ingredient	quantity
Uova (medie, a temperatura ambiente)	4
Farina 00	35 g
Zucchero	80 g
Miele	10 g
Baccello di vaniglia	1
Cacao amaro in polvere	25 g
Zucchero a velo	q.b.
Latte intero	400 g
Panna fresca liquida	150 g
Baccello di vaniglia	1
Miele	1 cucchiaino
Zucchero	80 g
Amido di mais (maizena)	40 g
Gocce di cioccolato fondente	50 g
