ingredient	quantity
Uova (circa 5 medie) a temperatura ambiente	275 g
Farina 00	75 g
Zucchero	150 g
Fecola di patate	75 g
Baccello di vaniglia	1
Sale fino	1 pizzico
Ricotta vaccina	450 g
Cacao amaro in polvere	10 g
Panna fresca liquida	120 g
Zucchero	50 g
Gocce di cioccolato fondente	40 g
Arancia candita	40 g
Alchermes	200 g
Cacao amaro in polvere	q.b.
Zucchero a velo	q.b.
