ingredient	quantity
Lasagne all'uovo	500 g
Zucca polpa già pulita	1,2 kg
Brodo vegetale	100 g
Olio extravergine d'oliva	50 g
Rosmarino	3 rametti
Sale fino	q.b.
Pepe nero	q.b.
Parmigiano Reggiano DOP da grattugiare	40 g
Aglio	2 spicchi
Provola	250 g
Latte intero	500 g
Burro	50 g
Farina 00	50 g
Noce moscata	q.b.
