ingredient	quantity
Farina 00	180 g
Uova	55 g
Farina di nocciole	30 g
Zucchero	90 g
Lievito in polvere per dolci	8 g
Burro morbido	100 g
Latte intero a temperatura ambiente	110 g
Cioccolato bianco	650 g
Panna fresca liquida	250 g
Burro morbido	70 g
Pasta di pistacchi	50 g
Confettura di fragole	120 g
Fragole (circa 220 grammi)	16
Frutti di bosco	30 g
Pistacchi	10 g
Zucchero a velo	q.b.
