ingredient	quantity
Funghi portobello	120 g
Funghi champignon	130 g
Funghi orecchioni o ostrica (Pleurotus) (o cardoncelli)	100 g
Funghi finferli (gallinacci)	85 g
Pasta Sfoglia (1 rotolo)	230 g
Patate	400 g
Scamorza affumicata	100 g
Grana Padano DOP	80 g
Olio extravergine d'oliva	20 g
Timo	q.b.
Aglio	1 spicchio
Sale fino	q.b.
Pepe nero	q.b.
Latte intero	q.b.
Panna fresca liquida	50 g
Uova	2
