ingredient	quantity
Farina 00	180 g
Zucchero	125 g
Burro a temperatura ambiente	125 g
Uova (circa 2)	110 g
Caffè a temperatura ambiente	100 g
Cacao amaro in polvere	10 g
Lievito in polvere per dolci	8 g
Mascarpone	170 g
Panna fresca liquida	95 g
Zucchero a velo	40 g
Caffè a temperatura ambiente	30 g
Cacao amaro in polvere	3 g
Gelatina in fogli	5 g
Panna fresca liquida	100 g
Cacao amaro in polvere	q.b.
Chicchi di caffè	q.b.
