ingredient	quantity
Whisky Jack Daniel's 1/4 diuna	tazza
Succo di mela	1 tazza
Succo di limone 1/4 diuna	tazza
Tabasco®	1 cucchiaio
Worcestershire sauce 1/4di	tazza
Aceto di mele 1/4 diuna	tazza
Salsa ketchup abbondante	1 tazza
Senape di Digione	1 cucchiaio
Wasabi ( o crema di rafano)	1 cucchiaino
Zucchero grezzo di canna 1/	2 tazza
Cipolle tritata1/	2 tazza
Burro	20 g
