ingredient	quantity
Farina 00	200 g
Uova (2 medie)	120 g
Aglio	½ spicchio
Sale grosso	2 pizzichi
Olio extravergine d'oliva	200 g
Basilico	100 g
Pecorino grattugiato	60 g
Parmigiano Reggiano DOP grattugiato	140 g
Pinoli	30 g
Burro	100 g
Sale fino	q.b.
Noce moscata da grattugiare	q.b.
Farina 00	100 g
Latte intero	1 l
Parmigiano Reggiano DOP da grattugiare	80 g
