ingredient	quantity
Farina 00	350 g
Nero di seppia	8 g
Uova medie	2
Acqua a temperatura ambiente	6 g
Seppie	350 g
Nero di seppia	4 g
Aglio	1 spicchio
Concentrato di pomodoro	7 g
Vino bianco	40 g
Acciughe (alici) sottolio	15 g
Pepe nero	q.b.
Timo	5 g
Pesce di mare scarti (lische, teste, ritagli di pesce)	75 g
Acqua	140 ml
Cipolle	10 g
Porri	10 g
Burro	7 g
Vino bianco	8 g
Prezzemolo	1 ciuffo
Aglio	1 spicchio
Sale fino	q.b.
Pepe nero	q.b.
