ingredient	quantity
Farina 00	200 g
Latte intero	100 ml
Lievito istantaneo per preparazioni salate	10 g
Olio extravergine d'oliva	q.b.
Ricotta vaccina	80 g
Grana Padano DOP da grattugiare	80 g
Pomodorini ciliegino	12
Pepe nero	q.b.
Sale fino	q.b.
Olio di semi di girasole	100 ml
Zucchine	400 g
Uova	3
