ingredient	quantity
Farina di riso senza glutine	150 g
Farina di mais senza glutine	100 g
Farina di quinoa	100 g
Acqua tiepida	350 g
Olio extravergine d'oliva	20 g
Lievito di birra fresco senza glutine	10 g
Sale fino	8 g
Malto di riso senza glutine	5 g
Xantana	1 g
Olio extravergine d'oliva	q.b.
Rosmarino	5 g
Olio extravergine d'oliva	q.b.
