ingredient	quantity
Farina Manitoba	175 g
Farina 00	325 g
Burro a temperatura ambiente	100 g
Zucchero	60 g
Sale fino	12 g
Latte in polvere	10 g
Lievito di birra secco	7 g
Acqua fredda	230 ml
Burro freddo da frigorifero (per la sfogliatura)	250 g
Cioccolato fondente	160 g
Uova medio	1
Zucchero a velo	q.b.
