ingredient	quantity
Uova	4
Farina di farro	400 g
Zucchero integrale di canna	200 g
Yogurt di soia bianco	250 g
Olio di semi	40 g
Scorza d'arancia (non trattata)	1
Lievito in polvere per dolci	16 g
Latte di soia	30 g
Mirtilli (freschi)	200 g
Yogurt senza lattosio bianco	100 g
Panna fresca senza lattosio	125 g
Zucchero a velo	25 g
