ingredient	quantity
Acqua	100 g
Farina 00	250 g
Olio extravergine d'oliva	15 g
Uova media	1
Sale fino	5 g
Latte intero	20 g
Lonza di maiale	380 g
Pancetta dolce	100 g
Cipollotto fresco	100 g
Sale fino	q.b.
Timo	2 rametti
Olio extravergine d'oliva	20 g
Mele renette	1
Zucchero	50 g
Burro	6 g
Marsala fine	30 g
