ingredient	quantity
Formaggio fresco spalmabile	240 g
Zucchine	3
Emmentaler da grattugiare	100 g
Grana Padano DOP	40 g
Uova	1
Burro	20 g
Sale	q.b.
Pepe	q.b.
Farina 00	20 g
Latte	200 ml
Burro	20 g
Noce moscata	q.b.
Sale	q.b.
Uova	2
Farina 00	100 g
Latte	250 ml
Sale	1 pizzico
Formaggio fresco spalmabile	2 cucchiai
Grana Padano DOP	1 cucchiaio
Latte	2 cucchiai
Basilico	q.b.
Pepe	q.b.
