ingredient	quantity
Farina 00	250 g
Farina Manitoba	250 g
Latte tiepido	250 g
Burro ammorbidito	75 g
Zucchero	70 g
Uova medie	2
Lievito di birra fresco	12 g
Estratto di vaniglia	1 cucchiaino
Sale fino	6 g
Zucchero a velo	150 g
Burro	20 g
Cioccolato fondente	50 g
Acqua tiepida	q.b.
Coloranti alimentari (in polvere)	q.b.
Confettini colorati	q.b.
Olio di semi di arachide	q.b.
