ingredient	quantity
Farina 00	115 g
Fecola di patate	115 g
Zucchero	225 g
Uova medie	8
Sale fino	1 pizzico
Latte intero	500 ml
Zucchero	150 g
Farina 00	50 g
Tuorli	6
Baccello di vaniglia	1
Zucchero a velo	500 g
Glucosio	50 g
Acqua	30 g
Glicerina	10 g
Gelatina in fogli	5 g
Coloranti alimentari (in gel o pasta) rosso, nero, rosa, viola	q.b.
Albumi	1
Zucchero a velo	150 g
Coloranti alimentari (in gel o pasta)	q.b.
Acqua	200 ml
Zucchero	100 g
Aroma di mandarino	5 g
Confettura di albicocche	q.b.
