ingredient	quantity
Farina 00	300 g
Acqua tiepida	150 g
Olio extravergine d'oliva	1 cucchiaio
Pomodorini datterini	400 g
Concentrato di pomodoro	20 g
Acciughe (alici)	2 filetti
Aglio	1 spicchio
Basilico	1 mazzetto
Olio extravergine d'oliva	5 cucchiai
Ricotta vaccina	200 g
Scorza di limone (da grattugiare)	½
Olio extravergine d'oliva	25 g
Sale fino	q.b.
Pepe nero	q.b.
Scorza di limone da grattugiare	q.b.
Basilico	q.b.
Pepe nero	q.b.
