ingredient	quantity
Lattuga romana cespi medi	4
Pane casereccio	2 fette
Parmigiano Reggiano DOP	100 g
Aglio	2 spicchi
Worcestershire sauce	1 cucchiaino
Uova	1
Sale fino	q.b.
Olio extravergine d'oliva aromatizzato all'aglio	q.b.
Pepe nero	q.b.
Olio extravergine d'oliva	150 ml
Aceto di vino bianco	1 cucchiaio
Succo di limone	2 cucchiai
