ingredient	quantity
Farina 00	50 g
Zucchero	60 g
Cacao amaro in polvere	15 g
Uova (circa 2 medie)	115 g
Lievito in polvere per dolci	15 g
Ricotta vaccina	200 g
Mascarpone	80 g
Panna fresca liquida	35 g
Zucchero a velo	35 g
Pepe rosa in grani	4 g
Baccello di vaniglia	1
Panna fresca liquida	100 g
Zucchero	50 g
Granella di nocciole	45 g
Pepe rosa in grani	3 g
Frutti di bosco	q.b.
Menta	q.b.
