epoch,train_loss,train_f1,train_exact,dev_loss,dev_f1,dev_exact,test_loss,test_f1,test_exact
1,0.42913397295795824,84.31137377600093,82.40917782026769,1.2758149906031546,79.03225806451613,79.03225806451613,0,0,0
2,0.05822593550777408,91.45460339532997,90.1529636711281,1.5327782597272628,80.10752688172042,79.03225806451613,0,0,0
3,0.028323311236877098,93.95252718388473,93.05289993626513,1.4826565428126244,80.19713261648745,78.49462365591398,0,0,0
4,0.018360507031114696,95.41659424068601,94.74187380497132,1.7471105490000016,80.30913978494623,78.2258064516129,0,0,0
