ingredient	quantity
Acqua tiepida	330 g
Farina 00	500 g
Lievito di birra secco	4 g
Malto	5 g
Olio extravergine d'oliva	45 g
Sale fino	10 g
Pomodori pelati	700 g
Cipolle dorate	300 g
Acqua	50 g
Olio extravergine d'oliva	40 g
Caciocavallo siciliano	100 g
Pangrattato	20 g
Pecorino grattugiato	70 g
Acciughe sott'olio	40 g
Origano	q.b.
Sale fino	q.b.
