ingredient	quantity
Pomodori ramati da circa 200 g l'uno	4
Tonno sott'olio sgocciolato	150 g
Uova medie	2
Capperi sott'aceto	6 g
Acciughe (alici) filetti sott'olio	8 g
Timo	2 rametti
Sale fino	q.b.
Pepe nero	q.b.
Tuorli a temperatura ambiente	1
Succo di limone	12 ml
Olio di semi	125 ml
Aceto di vino bianco	1,5 g
Sale fino	q.b.
Pepe nero	q.b.
