ingredient	quantity
Quinoa	200 g
Acqua	400 g
Melanzane	120 g
Fagiolini	100 g
Pomodorini ciliegino	130 g
Fagiolini piattoni	100 g
Peperoni gialli	100 g
Cipollotto fresco	30 g
Uova	2
Pangrattato	40 g
Grana Padano DOP	50 g
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Paprika dolce	q.b.
Maggiorana	q.b.
Pepe nero	q.b.
Uova	2
Pangrattato	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Paprika	q.b.
Provola	160 g
Olio di semi di arachide	1 l
