ingredient	quantity
Spaghetti di soia	200 g
Zucchine	100 g
Carote	60 g
Peperoni rossi	20 g
Cipolle bianche	20 g
Acqua	250 g
Salsa di soia chiara	2 cucchiaini
Salsa di soia scura	2 cucchiaini
Olio di semi di arachide (o di girasole)	1 cucchiaino
Olio di sesamo	1 cucchiaino
Sale fino	q.b.
Pepe bianco (o nero)	q.b.
Olio di semi di arachide (o di girasole)	4 cucchiaini
