ingredient	quantity
Uova (medie)	1
Farina 00	250 g
Olio extravergine d'oliva	15 g
Acqua (tiepida)	100 g
Sale	5 g
Fagiolini	100 g
Melanzane	100 g
Sedano	100 g
Peperoni gialli	100 g
Carote baby	100 g
Cipollotto fresco	260 g
Aglio	1 spicchio
Passata di pomodoro	300 g
Brodo vegetale	100 g
Basilico	5 g
Olio extravergine d'oliva	30 g
Emmentaler (a fette)	140 g
Ricotta salata	110 g
Sale fino	q.b.
Pepe nero	q.b.
Uova	1
