ingredient	quantity
Biancostato di manzo	500 g
Acqua	1,5 l
Sale fino	q.b.
Brodo di manzo	600 ml
Farina 00	150 g
Burro	100 g
Cipolle bianche	30 g
Prezzemolo	1 ciuffo
Noce moscata da grattugiare	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Uova	3
Farina 00	150 g
Pangrattato	150 g
Olio di semi di arachide	800 ml
