ingredient	quantity
Barbabietole precotte	500 g
Pane raffermo	470 g
Patate	200 g
Ricotta vaccina	100 g
Uova medio	1
Sale fino	7 g
Parmigiano Reggiano DOP da grattugiare	80 g
Timo	1 rametto
Pepe nero	q.b.
Pangrattato	150 g
Olio di semi	q.b.
Parmigiano Reggiano DOP da grattugiare	60 g
Panna fresca liquida	150 g
