ingredient	quantity
Vongole veraci	2 kg
Mazzancolle	250 g
Pomodorini ciliegino	300 g
Cipollotto fresco	3
Aglio	2 spicchi
Acciughe (alici) sott'olio	2
Prezzemolo	1 ciuffo
Peperoncino fresco	1
Sedano	30 g
Carote	60 g
Concentrato di pomodoro	20 g
Vino bianco	200 g
Sale grosso	4 g
Sale fino	q.b.
Pepe bianco in grani	8
Pane casereccio	4 fette
