ingredient	quantity
Farina 00	500 g
Amido di mais (maizena)	100 g
Burro freddo	200 g
Margarina vegetale fredda	100 g
Zucchero a velo	100 g
Tuorli (circa 2 medi)	30 g
Sale fino	1 pizzico
Ananas	800 g
Zucchero	100 g
Arance (la scorza e il succo)	1
Succo di limone	1
Cannella in polvere	½ cucchiaino
Tuorli	1
Panna fresca liquida	20 g
