ingredient	quantity
Farina 00	450 g
Acqua	125 g
Latte intero	125 g
Lievito di birra fresco	15 g
Olio extravergine d'oliva	20 g
Sale fino	10 g
Mozzarella per pizza	150 g
Mortadella pezzo intero	100 g
Salame napoletano pezzo intero	100 g
Uova	4
Parmigiano Reggiano DOP da grattugiare	40 g
Pepe nero	q.b.
Panna fresca liquida	20 g
Tuorli	1
