ingredient	quantity
Carta di riso	8 fogli
Petto di pollo	700 g
Salsa di soia	40 g
Olio extravergine d'oliva	20 g
Aceto di riso	2 cucchiai
Scorza di lime da grattugiare	1
Miele millefiori	1 cucchiaio
Tabasco®	q.b.
Peperoni rossi	100 g
Peperoni gialli	100 g
Cipolle dorate	100 g
Prezzemolo	q.b.
Maionese	2 cucchiai
Ketchup	2 cucchiai
Tabasco®	q.b.
