ingredient	quantity
Farina di mandorle	170 g
Cioccolato bianco	100 g
Scorza di limone	3
Burro a temperatura ambiente	100 g
Tuorli a temperatura ambiente	80 g
Albumi a temperatura ambiente	175 g
Zucchero a velo	150 g
Fecola di patate	40 g
Lievito in polvere per dolci	5 g
Aroma al limone	2 ml
Sale fino	1 pizzico
Zucchero a velo	q.b.
