ingredient	quantity
Riso nero Venere	300 g
Calamari	150 g
Mazzancolle le code	150 g
Olio extravergine d'oliva	50 g
Vino bianco	20 g
Sale fino	q.b.
Pepe nero	q.b.
Prezzemolo	q.b.
Mazzancolle (gli	scarti)
Olio extravergine d'oliva	60 g
Aglio	1 spicchio
Acqua	1 l
Prezzemolo (i gambi)	q.b.
Pepe nero	q.b.
Cipolle	80 g
Sale fino	q.b.
