ingredient	quantity
Burro	250 g
Zucchero a velo	300 g
Uova medie	8
Farina 00	300 g
Gocce di cioccolato fondente	80 g
Lievito in polvere per dolci	12 g
Cacao amaro in polvere	80 g
Baccello di vaniglia	1
Zucchero	165 g
Panna fresca liquida	125 g
Acqua	150 g
Sciroppo di glucosio	40 g
Gelatina in fogli	7 g
Cacao amaro in polvere	75 g
Panna fresca liquida	150 g
Cioccolato fondente	300 g
