ingredient	quantity
Burro (freddo di frigo)	175 g
Farina 00	300 g
Zucchero a velo	150 g
Tuorli (di uova medie)	3
Scorza d'arancia non trattata	1
Sale fino	1 pizzico
Ricotta vaccina	400 g
Mascarpone	250 g
Tuorli (di uova medie)	2
Zucchero	150 g
Fecola di patate	10 g
Gocce di cioccolato	100 g
Scorza d'arancia non trattata	1
Cannella in polvere	1 pizzico
