ingredient	quantity
Coniglio 1 intero da 1kg	circa
Polpa di pomodoro	400 g
Brodo vegetale	q.b.
Vino rosso	2 bicchieri
Vino rosso per macerare il coniglio	q.b.
Carote	1
Sedano costa	1
Cipolle rosse grossa	1
Aglio	3 spicchi
Alloro	3 foglie
Salvia	5 foglie
Rosmarino	1 rametto
Bacche di ginepro	3
Olio extravergine d'oliva	5 cucchiai
Sale fino	q.b.
Pepe nero in grani	6
