epoch,train_loss,train_f1,train_exact_match,val_loss,val_f1,val_exact_match
0,0.9621950522732379,0.5879357278012949,0.6537561979605202,0.4213057201178301,0.7509709655166402,0.7824541713430603
1,0.41176466075912005,0.7863702010072734,0.7939470483674805,0.35187801763060544,0.7771147969370638,0.7974186307519641
2,0.3384471406909957,0.8102140036623439,0.8162129291795304,0.3465828083987747,0.7689482960129319,0.7983539094650206
3,0.31153195059767913,0.8209424897755861,0.8216858452614838,0.34576707138192087,0.7732252554020975,0.7964833520389076
