epoch,train_loss,train_f1,train_exact_match,val_loss,val_f1,val_exact_match
0,0.4960453254748442,0.7430997042644821,0.7650388249602394,0.32804938000030925,0.7749648309226765,0.803030303030303
1,0.3441744140030535,0.7910750889636146,0.8060623070446253,0.3159024214345707,0.8022233027776677,0.8060231949120839
2,0.3098118483293899,0.8003814228402363,0.8143418467583498,0.3165866374573462,0.7870600885082721,0.797979797979798
3,0.3057390025333795,0.8070081909450587,0.8158854897558238,0.3144540316425264,0.8073957418938665,0.8013468013468014
4,0.2935515914932109,0.8132860929318443,0.8202825334455983,0.3250515114810869,0.8110270253489595,0.8032173587729143
