epoch,train_loss,train_f1,train_exact_match,val_loss,val_f1,val_exact_match
0,0.45080495132787657,0.779560949597384,0.7811769108429226,0.3842296306309955,0.7974153385390087,0.7890011223344556
1,0.346194002652396,0.8092701796574653,0.8108803442791654,0.31505482163768084,0.8062505540508353,0.8084549195660307
2,0.3164894954495964,0.8346324649337603,0.820703526990364,0.3079868992187715,0.8193208093547834,0.8084549195660307
3,0.30124788590576723,0.8318052062029254,0.8241650294695482,0.30352760179500493,0.8094738524047309,0.8127572016460906
4,0.30797199844640244,0.8280486511065986,0.8206567499298344,0.31980106196091845,0.818951171521068,0.811821922933034
