ingredient	quantity
Farina 00	125 g
Grana Padano DOP (Riserva Oltre 20 mesi) da grattugiare	30 g
Burro fuso tiepido	25 g
Latte intero	210 g
Uova (circa 2)	100 g
Bicarbonato	2 g
Paprika dolce	½ cucchiaino
Sale fino	1 pizzico
Grana Padano DOP (Riserva Oltre 20 mesi) da grattugiare	100 g
Latte intero	200 g
Burro	15 g
Farina 00	15 g
Pepe nero	q.b.
