ingredient	quantity
Zucchero	225 g
Farina 00	220 g
Latticello	185 g
Burro a temperatura ambiente	85 g
Latte intero	20 ml
Cacao amaro in polvere	8 g
Aceto di mele	3,5 g
Bicarbonato	3,5 g
Uova	1
Tuorli	1
Estratto di vaniglia	1 cucchiaino
Sale fino	4 g
Coloranti alimentari in polvere, rosso	q.b.
Zucchero	250 g
Burro a temperatura ambiente	200 g
Albumi	100 g
Acqua	75 ml
Baccello di vaniglia i semi	1
