ingredient	quantity
Nesquik	140 g
Farina 00	300 g
Burro	180 g
Yogurt bianco naturale	100 g
Zucchero	60 g
Cioccolato fondente	40 g
Uova	1
Lievito in polvere per dolci	8 g
Sale fino	1 pizzico
Panna fresca liquida	350 g
Gocce di cioccolato fondente	200 g
Il latte condensato Nestlé	180 g
Gelatina in fogli	8 g
Miele millefiori	1 cucchiaino
Vanillina	½ bustina
