ingredient	quantity
Tonno sott'olio sgocciolato	230 g
Ricotta vaccina	200 g
Acciughe (alici) filetti sott'olio	20 g
Capperi sotto sale	20 g
Pangrattato	50 g
Prezzemolo da tritare	8 g
Uova medie	2
Parmigiano Reggiano DOP	50 g
Sale fino	q.b.
Pepe nero	q.b.
Pangrattato	40 g
Olio di semi di arachide	q.b.
