ingredient	quantity
Biscotti Digestive	240 g
Cioccolato fondente	200 g
Avocado maturi	2
Mascarpone	150 g
Panna fresca liquida	50 g
Zucchero	50 g
Succo di lime	15 g
Gelatina in fogli	10 g
Avocado	½
Pistacchi	q.b.
Scorza di lime	q.b.
Succo di lime	q.b.
Gelatina in polvere (preparato per torte)	4 g
Acqua	125 g
Succo di lime	7 g
