ingredient	quantity
Pane raffermo ai cereali	120 g
Cipolle rosse di Tropea	55 g
Zucchine bianche	185 g
Fagiolini	100 g
Pinoli	30 g
Basilico	15 g
Olio extravergine d'oliva	20 g
Aceto balsamico	15 g
Sale fino	q.b.
Sale grosso (per le cipolle)	4 cucchiai
Pomodorini ciliegino	200 g
Olio extravergine d'oliva	15 g
Sale fino	q.b.
Zucchero	q.b.
