ingredient	quantity
Petto di pollo	700 g
Pancetta affumicata a cubetti	100 g
Peperoni rossi	1
Peperoni gialli	1
Cipollotto fresco	4
Olio extravergine d'oliva	q.b.
Sale fino	1 pizzico
Pepe nero	q.b.
Lime	1
Paprika dolce	1 cucchiaino
Peperoncino in polvere	½ cucchiaino
Prezzemolo da tritare	q.b.
Olio extravergine d'oliva	q.b.
Tortillas	8
Formaggio	200 g
Panna acida	q.b.
