ingredient	quantity
Tonno sott'olio in olio d'oliva classico (sgocciolato)	160 g
Pasta Sfoglia rettangolare	230 g
Polpa di pomodoro	60 g
Olive taggiasche snocciolate	30 g
Caciocavallo	100 g
Erba cipollina	q.b.
Rosmarino	q.b.
Timo	q.b.
Cipolle rosse	½
Funghi champignon	150 g
Sale fino	q.b.
Olio extravergine d'oliva	q.b.
