ingredient	quantity
Patate	500 g
Zucca	500 g
Brodo vegetale	150 g
Olio extravergine d'oliva	20 g
Timo	2 rametti
Sale fino	1 pizzico
Pepe nero	q.b.
Salsiccia	400 g
Scamorza (provola)	120 g
Parmigiano Reggiano DOP (da grattugiare)	50 g
Sale fino	q.b.
Pepe nero	q.b.
Noce moscata (da grattugiare)	q.b.
Olio extravergine d'oliva	q.b.
Pangrattato	q.b.
