ingredient	quantity
Farina 00	300 g
Farina di nocciole	300 g
Zucchero	220 g
Chiodi di garofano macinati	1 pizzico
Cannella in polvere	1 cucchiaino
Limoni	½
Zucchero a velo	2 cucchiai
Uova medie	1
Burro	300 g
Tuorli	1
Confettura di ribes	400 g
Tuorli	1
Panna fresca liquida	3 cucchiai
Mandorle	40 g
Zucchero a velo	q.b.
Cialda di ostia	1 pacchettino
