ingredient	quantity
Acqua	250 ml
Sale	3,5 g
Farina 00	200 g
Uova (5 uova medie)	250 g
Burro	65 g
Ricotta di pecora	600 g
Zucchero a velo	180 g
Gocce di cioccolato fondente	50 g
Strutto 1 kg (o 1lt di olio di semidi	arachide)
Granella di pistacchi	3 cucchiai
Ciliegie candite	20
Arancia candita scorzette	20
