ingredient	quantity
Burro freddo	250 g
Birra chiara fredda	50 g
Farina 00	500 g
Semi di papavero	10 g
Carciofi da pulire	350 g
Ricotta vaccina	300 g
Menta	4 foglie
Aglio	2 spicchi
Vino bianco	20 g
Grana Padano DOP da grattugiare	100 g
Uova medio	1
Noce moscata	4 g
Sale fino	q.b.
Pepe nero	q.b.
Olio extravergine d'oliva	q.b.
