ingredient	quantity
Lonza di maiale in 12 fette	300 g
Salvia	12 foglie
Pancetta a cubetti	50 g
Pancetta (tesa)	12 fette
Luganega	75 g
Burro	35 g
Rosmarino	1 rametto
Vino bianco	50 ml
Pepe nero	q.b.
Sale fino	1 pizzico
Vino bianco 1/	2 bicchiere
Burro	70 g
Rosmarino	2-3 rametti
Salvia	5-6 foglie
Pepe nero	q.b.
